LocationDesc,Year,GeoLocation,retail_tax_percentage,pack_consumption_pc,fed_state_tax_pp,mean_pp,state_tax_pp,cig_tax_rev
Missouri,1997,"(38.635790776, -92.566300053)",23.6,120.6,0.41,1.738,0.17,112929932
Missouri,1998,"(38.635790776, -92.566300053)",20.8,120.1,0.41,1.97,0.17,109373292
Missouri,1999,"(38.635790776, -92.566300053)",15.8,118,0.41,2.588,0.17,105596780
Missouri,2000,"(38.635790776, -92.566300053)",18.1,113.8,0.51,2.822,0.17,107168770
Missouri,2001,"(38.635790776, -92.566300053)",16.8,107.8,0.51,3.04,0.17,102503359
Missouri,2002,"(38.635790776, -92.566300053)",18.2,99.2,0.56,3.081,0.17,94890000
Missouri,2003,"(38.635790776, -92.566300053)",17.7,106.4,0.56,3.161,0.17,105034591
Missouri,2004,"(38.635790776, -92.566300053)",18.1,105,0.56,3.088,0.17,100046926
Missouri,2005,"(38.635790776, -92.566300053)",17.6,103.4,0.56,3.186,0.17,101284476
Missouri,2006,"(38.635790776, -92.566300053)",17.2,105.1,0.56,3.251,0.17,102961983
Missouri,2007,"(38.635790776, -92.566300053)",16.7,100.6,0.56,3.358,0.17,99969195
Missouri,2008,"(38.635790776, -92.566300053)",16.4,100.1,0.56,3.417,0.17,100064900
Missouri,2009,"(38.635790776, -92.566300053)",29.2,97.2,1.18,4.036,0.17,97731135
Missouri,2010,"(38.635790776, -92.566300053)",28.7,92.3,1.18,4.106,0.17,93970942
Missouri,2011,"(38.635790776, -92.566300053)",27.4,91.1,1.18,4.299,0.17,92748361
Missouri,2012,"(38.635790776, -92.566300053)",27.8,89.4,1.18,4.239,0.17,91349531
Missouri,2013,"(38.635790776, -92.566300053)",26.9,87.4,1.18,4.387,0.17,89523695
Missouri,2014,"(38.635790776, -92.566300053)",25.9,82.6,1.18,4.553,0.17,84847006
Missouri,2015,"(38.635790776, -92.566300053)",26,81.8,1.18,4.532,0.17,84273554
Missouri,2016,"(38.635790776, -92.566300053)",25.6,83.4,1.18,4.615,0.17,86274201
Missouri,2017,"(38.635790776, -92.566300053)",24.5,79.5,1.18,4.819,0.17,82344100
Missouri,2018,"(38.635790776, -92.566300053)",23.8,75.3,1.18,4.956,0.17,78287803
Missouri,2019,"(38.635790776, -92.566300053)",22.7,72.2,1.18,5.208,0.17,75182712
Montana,1970,"(47.066528972, -109.424420645)",46.1,111.2,0.16,0.347,0.08,6166869
Montana,1971,"(47.066528972, -109.424420645)",49.9,115.6,0.2,0.401,0.12,6995643
Montana,1972,"(47.066528972, -109.424420645)",48.9,122.2,0.2,0.409,0.12,10379102
Montana,1973,"(47.066528972, -109.424420645)",47.9,119.9,0.2,0.418,0.12,10343716
Montana,1974,"(47.066528972, -109.424420645)",45.8,121.9,0.2,0.437,0.12,10549226
Montana,1975,"(47.066528972, -109.424420645)",44.2,123.7,0.2,0.453,0.12,10908482
Montana,1976,"(47.066528972, -109.424420645)",42,124.9,0.2,0.476,0.12,11203768
Montana,1977,"(47.066528972, -109.424420645)",38.5,127,0.2,0.519,0.12,11479175
Montana,1978,"(47.066528972, -109.424420645)",37.2,127.2,0.2,0.537,0.12,11618047
Montana,1979,"(47.066528972, -109.424420645)",35.3,120.3,0.2,0.567,0.12,11336539
Montana,1980,"(47.066528972, -109.424420645)",33.1,122,0.2,0.604,0.12,11504367
Montana,1981,"(47.066528972, -109.424420645)",30.4,121.1,0.2,0.657,0.12,11436105
Montana,1982,"(47.066528972, -109.424420645)",25.9,122.4,0.2,0.772,0.12,11649438
Montana,1983,"(47.066528972, -109.424420645)",35,113.7,0.32,0.913,0.12,10930021
Montana,1984,"(47.066528972, -109.424420645)",33.5,110.1,0.32,0.955,0.16,13072334
Montana,1985,"(47.066528972, -109.424420645)",31.4,103.6,0.32,1.02,0.16,13712206
Montana,1986,"(47.066528972, -109.424420645)",30.1,97.8,0.32,1.062,0.16,12943445
Montana,1987,"(47.066528972, -109.424420645)",27.8,91.7,0.32,1.153,0.16,12410773
Montana,1988,"(47.066528972, -109.424420645)",26,87.1,0.32,1.23,0.16,11647130
Montana,1989,"(47.066528972, -109.424420645)",24.2,86.2,0.34,1.404,0.16,11398693
Montana,1990,"(47.066528972, -109.424420645)",23.7,84.7,0.34,1.436,0.16,12262620
Montana,1991,"(47.066528972, -109.424420645)",23.2,82.9,0.38,1.635,0.18,11888546
Montana,1992,"(47.066528972, -109.424420645)",21.9,86.6,0.392,1.794,0.18,12452707
Montana,1993,"(47.066528972, -109.424420645)",27.8,86,0.42,1.513,0.18,13191145
Montana,1994,"(47.066528972, -109.424420645)",27,88.2,0.42,1.554,0.1926,12852542
Montana,1995,"(47.066528972, -109.424420645)",26.8,90.5,0.42,1.568,0.18,14227799
Montana,1996,"(47.066528972, -109.424420645)",25.5,87.3,0.42,1.649,0.18,13646453
Montana,1997,"(47.066528972, -109.424420645)",23.9,88.9,0.42,1.754,0.18,14035657
Montana,1998,"(47.066528972, -109.424420645)",21.4,89.1,0.42,1.963,0.18,14093529
Montana,1999,"(47.066528972, -109.424420645)",16.1,82.6,0.42,2.607,0.18,13131619
Montana,2000,"(47.066528972, -109.424420645)",19.2,75.5,0.52,2.71,0.18,12441859
Montana,2001,"(47.066528972, -109.424420645)",16.8,74.8,0.52,3.093,0.18,12151610
Montana,2002,"(47.066528972, -109.424420645)",17.7,74.4,0.57,3.217,0.18,12120167
Montana,2003,"(47.066528972, -109.424420645)",28.4,71.7,1.09,3.834,0.7,16740385
Montana,2004,"(47.066528972, -109.424420645)",27.7,68,1.09,3.94,0.7,43748031
Montana,2005,"(47.066528972, -109.424420645)",43.4,63.5,2.09,4.814,1.7,59519369
Montana,2006,"(47.066528972, -109.424420645)",42.5,51.6,2.09,4.914,1.7,82180007
Montana,2007,"(47.066528972, -109.424420645)",42.1,52.6,2.09,4.968,1.7,84579607
Montana,2008,"(47.066528972, -109.424420645)",41.7,52.6,2.09,5.008,1.7,85625847
Montana,2009,"(47.066528972, -109.424420645)",47,49.8,2.71,5.766,1.7,81852136
Montana,2010,"(47.066528972, -109.424420645)",44.3,47.3,2.71,6.121,1.7,78492027
Montana,2011,"(47.066528972, -109.424420645)",43.8,45.5,2.71,6.189,1.7,76430979
Montana,2012,"(47.066528972, -109.424420645)",44.2,45.5,2.71,6.128,1.7,77265829
Montana,2013,"(47.066528972, -109.424420645)",44,44.3,2.71,6.155,1.7,75664883
Montana,2014,"(47.066528972, -109.424420645)",43,43,2.71,6.296,1.7,74316187
Montana,2015,"(47.066528972, -109.424420645)",43.1,42.2,2.71,6.294,1.7,73322316
Montana,2016,"(47.066528972, -109.424420645)",42.1,42.2,2.71,6.444,1.7,74109375
Montana,2017,"(47.066528972, -109.424420645)",41.5,41.1,2.71,6.535,1.7,72871384
Montana,2018,"(47.066528972, -109.424420645)",40.5,37.2,2.71,6.692,1.7,66653461
Montana,2019,"(47.066528972, -109.424420645)",39.2,36.4,2.71,6.919,1.7,67151551
Nebraska,1970,"(41.641040988001, -99.365720623)",46.1,108.1,0.16,0.347,0.08,12529000
Nebraska,1971,"(41.641040988001, -99.365720623)",51.1,108.6,0.21,0.411,0.13,14171000
Nebraska,1972,"(41.641040988001, -99.365720623)",51,104.9,0.21,0.412,0.13,20623000
Nebraska,1973,"(41.641040988001, -99.365720623)",50,106.6,0.21,0.42,0.13,21119000
Nebraska,1974,"(41.641040988001, -99.365720623)",47.1,110.5,0.21,0.446,0.13,22153000
Nebraska,1975,"(41.641040988001, -99.365720623)",44.9,114.1,0.21,0.468,0.13,22892000
Nebraska,1976,"(41.641040988001, -99.365720623)",43.7,118.1,0.21,0.481,0.13,23744000
Nebraska,1977,"(41.641040988001, -99.365720623)",39.2,117.7,0.21,0.536,0.13,23759000
Nebraska,1978,"(41.641040988001, -99.365720623)",37.9,117.4,0.21,0.554,0.13,23822000
Nebraska,1979,"(41.641040988001, -99.365720623)",35.3,116.1,0.21,0.595,0.13,23614000
Nebraska,1980,"(41.641040988001, -99.365720623)",34.5,116.3,0.21,0.609,0.13,23791000
Nebraska,1981,"(41.641040988001, -99.365720623)",31.6,117,0.22,0.697,0.13,23878000
Nebraska,1982,"(41.641040988001, -99.365720623)",31.1,117.1,0.26,0.837,0.18,26594000
Nebraska,1983,"(41.641040988001, -99.365720623)",35.9,110.8,0.34,0.948,0.18,31636000
Nebraska,1984,"(41.641040988001, -99.365720623)",35.5,107.7,0.34,0.958,0.18,31069000
Nebraska,1985,"(41.641040988001, -99.365720623)",32.7,105.1,0.34,1.04,0.18,30639000
Nebraska,1986,"(41.641040988001, -99.365720623)",34.3,103.1,0.39,1.137,0.23,32372000
Nebraska,1987,"(41.641040988001, -99.365720623)",35,101.3,0.43,1.233,0.23,37825000
Nebraska,1988,"(41.641040988001, -99.365720623)",30.9,92.9,0.43,1.393,0.27,40486641
Nebraska,1989,"(41.641040988001, -99.365720623)",30,93.8,0.43,1.434,0.27,40792067
Nebraska,1990,"(41.641040988001, -99.365720623)",28.3,89.9,0.43,1.522,0.27,39082338
Nebraska,1991,"(41.641040988001, -99.365720623)",27.7,92.4,0.47,1.695,0.27,39469181
Nebraska,1992,"(41.641040988001, -99.365720623)",26.5,90.6,0.47,1.772,0.27,38702772
Nebraska,1993,"(41.641040988001, -99.365720623)",34.2,91.1,0.58,1.696,0.27,38832035
Nebraska,1994,"(41.641040988001, -99.365720623)",34,85.9,0.58,1.707,0.27,46309358
Nebraska,1995,"(41.641040988001, -99.365720623)",33,88.5,0.58,1.755,0.34,48521230
Nebraska,1996,"(41.641040988001, -99.365720623)",31.4,86.2,0.58,1.848,0.34,47705434
Nebraska,1997,"(41.641040988001, -99.365720623)",29.8,85.5,0.58,1.946,0.34,48092261
Nebraska,1998,"(41.641040988001, -99.365720623)",27,79.7,0.58,2.146,0.34,44748964
Nebraska,1999,"(41.641040988001, -99.365720623)",20.1,86.8,0.58,2.883,0.34,48966120
Nebraska,2000,"(41.641040988001, -99.365720623)",22,77.6,0.68,3.095,0.34,44993900
Nebraska,2001,"(41.641040988001, -99.365720623)",20.7,69.8,0.68,3.278,0.34,40607220
Nebraska,2002,"(41.641040988001, -99.365720623)",26.6,77.3,1.03,3.867,0.34,45028920
Nebraska,2003,"(41.641040988001, -99.365720623)",27.2,68.4,1.03,3.791,0.64,60863730
Nebraska,2004,"(41.641040988001, -99.365720623)",28.5,61.8,1.03,3.619,0.64,68818560
Nebraska,2005,"(41.641040988001, -99.365720623)",28.2,61,1.03,3.648,0.64,68200320
Nebraska,2006,"(41.641040988001, -99.365720623)",27.7,59.5,1.03,3.718,0.64,67026240
Nebraska,2007,"(41.641040988001, -99.365720623)",27.4,60.1,1.03,3.764,0.64,67967040
Nebraska,2008,"(41.641040988001, -99.365720623)",27.3,63.2,1.03,3.767,0.64,71763480
Nebraska,2009,"(41.641040988001, -99.365720623)",35.2,59.8,1.65,4.693,0.64,68243520
Nebraska,2010,"(41.641040988001, -99.365720623)",33.1,55,1.65,4.979,0.64,63205440
Nebraska,2011,"(41.641040988001, -99.365720623)",32.3,53.5,1.65,5.107,0.64,62516160
Nebraska,2012,"(41.641040988001, -99.365720623)",32.6,52.5,1.65,5.062,0.64,61948800
Nebraska,2013,"(41.641040988001, -99.365720623)",31.3,51.2,1.65,5.27,0.64,60778560
Nebraska,2014,"(41.641040988001, -99.365720623)",31,47.3,1.65,5.326,0.64,56575680
Nebraska,2015,"(41.641040988001, -99.365720623)",31.5,46.6,1.65,5.234,0.64,56103360
Nebraska,2016,"(41.641040988001, -99.365720623)",30.8,46.3,1.65,5.355,0.64,56137920
Nebraska,2017,"(41.641040988001, -99.365720623)",30,43.4,1.65,5.498,0.64,53023680
Nebraska,2018,"(41.641040988001, -99.365720623)",29.8,43.4,1.65,5.544,0.64,53278320
Nebraska,2019,"(41.641040988001, -99.365720623)",28.6,40.6,1.65,5.776,0.64,50168160
Nevada,1970,"(39.49324039, -117.071840564)",40.9,189.5,0.18,0.44,0.1,8729000
Nevada,1971,"(39.49324039, -117.071840564)",44.3,190.5,0.18,0.406,0.1,9366000
Nevada,1972,"(39.49324039, -117.071840564)",44.7,198.6,0.18,0.403,0.1,10039000
Nevada,1973,"(39.49324039, -117.071840564)",43,201.5,0.18,0.419,0.1,10546000
Nevada,1974,"(39.49324039, -117.071840564)",40.5,204.7,0.18,0.445,0.1,11130000
Nevada,1975,"(39.49324039, -117.071840564)",40.1,205.2,0.18,0.449,0.1,11665000
Nevada,1976,"(39.49324039, -117.071840564)",36.5,201.4,0.18,0.493,0.1,11756000
Nevada,1977,"(39.49324039, -117.071840564)",33.1,190.8,0.18,0.543,0.1,11648000
Nevada,1978,"(39.49324039, -117.071840564)",31.5,187,0.18,0.571,0.1,11871000
Nevada,1979,"(39.49324039, -117.071840564)",28.5,183.3,0.18,0.631,0.1,12128000
Nevada,1980,"(39.49324039, -117.071840564)",28.4,177.7,0.18,0.633,0.1,12536000
Nevada,1981,"(39.49324039, -117.071840564)",25.1,171.9,0.18,0.716,0.1,13794000
Nevada,1982,"(39.49324039, -117.071840564)",22,165.1,0.18,0.819,0.1,14012000
Nevada,1983,"(39.49324039, -117.071840564)",31.1,159.2,0.31,0.998,0.1,14092000
Nevada,1984,"(39.49324039, -117.071840564)",28.4,136.6,0.31,1.093,0.15,17605891
Nevada,1985,"(39.49324039, -117.071840564)",29.1,146.7,0.31,1.066,0.15,20320667
Nevada,1986,"(39.49324039, -117.071840564)",27.2,142.6,0.31,1.14,0.15,20284792
Nevada,1987,"(39.49324039, -117.071840564)",27.7,147.7,0.36,1.296,0.15,20932015
Nevada,1988,"(39.49324039, -117.071840564)",24.7,141.9,0.36,1.456,0.2,28019991
Nevada,1989,"(39.49324039, -117.071840564)",29.3,137.9,0.51,1.737,0.2,29526100
Nevada,1990,"(39.49324039, -117.071840564)",27.4,137.3,0.51,1.863,0.2,48131119
Nevada,1991,"(39.49324039, -117.071840564)",28.4,115.5,0.55,1.938,0.35,50229047
Nevada,1992,"(39.49324039, -117.071840564)",27.9,110,0.55,1.968,0.35,47894128
Nevada,1993,"(39.49324039, -117.071840564)",31,108.1,0.59,1.903,0.35,46349800
Nevada,1994,"(39.49324039, -117.071840564)",31,105.2,0.59,1.904,0.35,47907937
Nevada,1995,"(39.49324039, -117.071840564)",30.3,100.9,0.59,1.95,0.35,49960574
Nevada,1996,"(39.49324039, -117.071840564)",29.7,99,0.59,1.985,0.35,51188921
Nevada,1997,"(39.49324039, -117.071840564)",29.4,95.6,0.59,2.006,0.35,53619000
Nevada,1998,"(39.49324039, -117.071840564)",26.1,102.4,0.59,2.258,0.35,57467347
Nevada,1999,"(39.49324039, -117.071840564)",19.4,103.9,0.59,3.035,0.35,60977962
Nevada,2000,"(39.49324039, -117.071840564)",21.7,93.2,0.69,3.184,0.35,61016795
Nevada,2001,"(39.49324039, -117.071840564)",21.4,90.5,0.69,3.221,0.35,63398000
Nevada,2002,"(39.49324039, -117.071840564)",22.4,82.2,0.74,3.308,0.35,60595972
Nevada,2003,"(39.49324039, -117.071840564)",31.6,86.6,1.19,3.767,0.35,63945704
Nevada,2004,"(39.49324039, -117.071840564)",31.1,69.9,1.19,3.83,0.8,124101000
Nevada,2005,"(39.49324039, -117.071840564)",31.7,69.7,1.19,3.752,0.8,130165920
Nevada,2006,"(39.49324039, -117.071840564)",31.5,68.5,1.19,3.78,0.8,131803093
Nevada,2007,"(39.49324039, -117.071840564)",29.6,65.5,1.19,4.026,0.8,130839518
Nevada,2008,"(39.49324039, -117.071840564)",29.5,61.9,1.19,4.028,0.8,130032657
Nevada,2009,"(39.49324039, -117.071840564)",36.4,53.5,1.81,4.979,0.8,111131905
Nevada,2010,"(39.49324039, -117.071840564)",36.1,48.1,1.81,5.02,0.8,101634480
Nevada,2011,"(39.49324039, -117.071840564)",34.6,45.7,1.81,5.23,0.8,98666160
Nevada,2012,"(39.49324039, -117.071840564)",34.9,43.1,1.81,5.181,0.8,95094310
Nevada,2013,"(39.49324039, -117.071840564)",34.2,43.2,1.81,5.287,0.8,95794651
Nevada,2014,"(39.49324039, -117.071840564)",34,41.6,1.81,5.326,0.8,92935920
Nevada,2015,"(39.49324039, -117.071840564)",44,46.4,2.81,6.388,0.8,105544640
Nevada,2016,"(39.49324039, -117.071840564)",44.2,30.9,2.81,6.361,1.8,162352531
Nevada,2017,"(39.49324039, -117.071840564)",43.6,36.3,2.81,6.446,1.8,191998080
Nevada,2018,"(39.49324039, -117.071840564)",41.9,31.6,2.81,6.705,1.8,170633520
Nevada,2019,"(39.49324039, -117.071840564)",41.3,32,2.81,6.812,1.8,174921930
New Hampshire,1970,"(43.655950113, -71.50036092)",48.4,265.7,0.165,0.341,0.07,13331935
New Hampshire,1971,"(43.655950113, -71.50036092)",51.2,278,0.185,0.361,0.085,17820597
New Hampshire,1972,"(43.655950113, -71.50036092)",51.5,296.2,0.19,0.369,0.11,24229304
New Hampshire,1973,"(43.655950113, -71.50036092)",50.1,279,0.19,0.379,0.11,23666198
New Hampshire,1974,"(43.655950113, -71.50036092)",46.6,269.8,0.19,0.408,0.11,23476872
New Hampshire,1975,"(43.655950113, -71.50036092)",45.6,269.1,0.2,0.439,0.11,23912882
New Hampshire,1976,"(43.655950113, -71.50036092)",44.4,290.5,0.2,0.45,0.12,28508000
New Hampshire,1977,"(43.655950113, -71.50036092)",40.2,278.8,0.2,0.497,0.12,27498000
New Hampshire,1978,"(43.655950113, -71.50036092)",37.6,269.6,0.2,0.532,0.12,27463000
New Hampshire,1979,"(43.655950113, -71.50036092)",36.2,254.6,0.2,0.553,0.12,26610000
New Hampshire,1980,"(43.655950113, -71.50036092)",34.2,247.8,0.2,0.584,0.12,26373000
New Hampshire,1981,"(43.655950113, -71.50036092)",29.9,245.4,0.2,0.67,0.12,27123000
New Hampshire,1982,"(43.655950113, -71.50036092)",26.8,239.8,0.2,0.747,0.12,26934000
New Hampshire,1983,"(43.655950113, -71.50036092)",36.5,232.9,0.33,0.905,0.12,26583000
New Hampshire,1984,"(43.655950113, -71.50036092)",37,215.1,0.33,0.892,0.17,34316000
New Hampshire,1985,"(43.655950113, -71.50036092)",33,201.1,0.33,1,0.17,33552000
New Hampshire,1986,"(43.655950113, -71.50036092)",32.4,195.9,0.33,1.02,0.17,33639000
New Hampshire,1987,"(43.655950113, -71.50036092)",28.9,195.1,0.33,1.135,0.17,32327000
New Hampshire,1988,"(43.655950113, -71.50036092)",26.2,180.4,0.33,1.259,0.17,32515000
New Hampshire,1989,"(43.655950113, -71.50036092)",27.2,172.9,0.37,1.359,0.17,32082000
New Hampshire,1990,"(43.655950113, -71.50036092)",26.6,152.4,0.41,1.539,0.17,37639000
New Hampshire,1991,"(43.655950113, -71.50036092)",27.4,144.8,0.45,1.644,0.21,40860000
New Hampshire,1992,"(43.655950113, -71.50036092)",24.8,143.7,0.45,1.811,0.25,40608665
New Hampshire,1993,"(43.655950113, -71.50036092)",31.1,148.9,0.49,1.578,0.25,41940913
New Hampshire,1994,"(43.655950113, -71.50036092)",29.9,153.8,0.49,1.639,0.25,43658153
New Hampshire,1995,"(43.655950113, -71.50036092)",29.1,158.5,0.49,1.686,0.25,44765496
New Hampshire,1996,"(43.655950113, -71.50036092)",27.7,158,0.49,1.766,0.25,45121750
New Hampshire,1997,"(43.655950113, -71.50036092)",31,174.4,0.61,1.97,0.25,50638656
New Hampshire,1998,"(43.655950113, -71.50036092)",27.4,173.8,0.61,2.228,0.25,74917359
New Hampshire,1999,"(43.655950113, -71.50036092)",24.2,171.7,0.76,3.139,0.37,72034018
New Hampshire,2000,"(43.655950113, -71.50036092)",26.7,147.3,0.86,3.215,0.52,93587673
New Hampshire,2001,"(43.655950113, -71.50036092)",24.4,136.1,0.86,3.529,0.52,87461400
New Hampshire,2002,"(43.655950113, -71.50036092)",25.4,131.6,0.91,3.577,0.52,86158800
New Hampshire,2003,"(43.655950113, -71.50036092)",25.5,146.2,0.91,3.57,0.52,95760255
New Hampshire,2004,"(43.655950113, -71.50036092)",25.9,148.4,0.91,3.516,0.52,99326040
New Hampshire,2005,"(43.655950113, -71.50036092)",31.9,138.6,1.19,3.725,0.52,93439635
New Hampshire,2006,"(43.655950113, -71.50036092)",31.6,135.5,1.19,3.764,0.8,142008000
New Hampshire,2007,"(43.655950113, -71.50036092)",34.7,131.6,1.47,4.24,0.8,138573600
New Hampshire,2008,"(43.655950113, -71.50036092)",38.9,113.5,1.72,4.423,1.08,161215200
New Hampshire,2009,"(43.655950113, -71.50036092)",47.5,116.6,2.79,5.878,1.33,190829172
New Hampshire,2010,"(43.655950113, -71.50036092)",46.8,97.1,2.79,5.964,1.78,229636416
New Hampshire,2011,"(43.655950113, -71.50036092)",45.4,92.9,2.69,5.93,1.78,218390304
New Hampshire,2012,"(43.655950113, -71.50036092)",45.8,93.9,2.69,5.876,1.68,207917640
New Hampshire,2013,"(43.655950113, -71.50036092)",46.4,89.6,2.79,6.009,1.68,198896040
New Hampshire,2014,"(43.655950113, -71.50036092)",45.9,90.6,2.79,6.075,1.78,210527196
New Hampshire,2015,"(43.655950113, -71.50036092)",44,89.6,2.79,6.343,1.78,211540105
New Hampshire,2016,"(43.655950113, -71.50036092)",43.4,91.5,2.79,6.432,1.78,215563560
New Hampshire,2017,"(43.655950113, -71.50036092)",43.3,87.3,2.79,6.445,1.78,208028237
New Hampshire,2018,"(43.655950113, -71.50036092)",42.2,83.4,2.79,6.611,1.78,200202084
New Hampshire,2019,"(43.655950113, -71.50036092)",41.1,78.4,2.79,6.788,1.78,189399120
New Jersey,1970,"(40.130570048, -74.273691288)",52.8,120.7,0.22,0.417,0.14,120808000
New Jersey,1971,"(40.130570048, -74.273691288)",52.3,125.1,0.22,0.421,0.14,125984000
New Jersey,1972,"(40.130570048, -74.273691288)",55.2,128.4,0.27,0.489,0.19,137924000
New Jersey,1973,"(40.130570048, -74.273691288)",53.8,120.2,0.27,0.502,0.19,168261000
New Jersey,1974,"(40.130570048, -74.273691288)",51.1,121.4,0.27,0.528,0.19,169724000
New Jersey,1975,"(40.130570048, -74.273691288)",50.4,122.3,0.27,0.536,0.19,170266000
New Jersey,1976,"(40.130570048, -74.273691288)",47.5,122.4,0.27,0.569,0.19,170091000
New Jersey,1977,"(40.130570048, -74.273691288)",43.6,122.8,0.27,0.619,0.19,171187000
New Jersey,1978,"(40.130570048, -74.273691288)",42.5,123.9,0.27,0.635,0.19,172543000
New Jersey,1979,"(40.130570048, -74.273691288)",40.7,123.8,0.27,0.664,0.19,172389000
New Jersey,1980,"(40.130570048, -74.273691288)",39.3,124.3,0.27,0.687,0.19,173132000
New Jersey,1981,"(40.130570048, -74.273691288)",35.4,127.9,0.27,0.762,0.19,178888000
New Jersey,1982,"(40.130570048, -74.273691288)",34.7,126.3,0.32,0.921,0.24,178853000
New Jersey,1983,"(40.130570048, -74.273691288)",40.6,121.3,0.41,1.011,0.24,216604000
New Jersey,1984,"(40.130570048, -74.273691288)",39.2,117.8,0.41,1.047,0.25,220420000
New Jersey,1985,"(40.130570048, -74.273691288)",35.8,116.9,0.41,1.145,0.25,220409000
New Jersey,1986,"(40.130570048, -74.273691288)",34.3,115.5,0.41,1.196,0.25,218338000
New Jersey,1987,"(40.130570048, -74.273691288)",32.6,111.6,0.43,1.318,0.25,212502000
New Jersey,1988,"(40.130570048, -74.273691288)",30.8,107.8,0.43,1.395,0.27,225407000
New Jersey,1989,"(40.130570048, -74.273691288)",28.8,103,0.43,1.493,0.27,216937000
New Jersey,1990,"(40.130570048, -74.273691288)",31,98.6,0.56,1.804,0.27,206978000
New Jersey,1991,"(40.130570048, -74.273691288)",31.4,86.7,0.6,1.911,0.27,269551562
New Jersey,1992,"(40.130570048, -74.273691288)",29.2,86.6,0.6,2.054,0.4,269134972
New Jersey,1993,"(40.130570048, -74.273691288)",35,82.9,0.64,1.829,0.4,257517600
New Jersey,1994,"(40.130570048, -74.273691288)",34.1,81.6,0.64,1.878,0.4,251644224
New Jersey,1995,"(40.130570048, -74.273691288)",32.9,81,0.64,1.943,0.4,256147750
New Jersey,1996,"(40.130570048, -74.273691288)",32.9,79.1,0.64,1.946,0.4,251487000
New Jersey,1997,"(40.130570048, -74.273691288)",30.7,77,0.64,2.083,0.4,245962500
New Jersey,1998,"(40.130570048, -74.273691288)",38.1,72.6,1.04,2.732,0.4,318899400
New Jersey,1999,"(40.130570048, -74.273691288)",30.6,63.6,1.04,3.397,0.8,409427600
New Jersey,2000,"(40.130570048, -74.273691288)",31.3,60.1,1.14,3.637,0.8,393178600
New Jersey,2001,"(40.130570048, -74.273691288)",30,57.7,1.14,3.798,0.8,388675200
New Jersey,2002,"(40.130570048, -74.273691288)",40.8,58.4,1.89,4.632,0.8,396183400
New Jersey,2003,"(40.130570048, -74.273691288)",44.6,48.1,2.44,5.47,1.5,612090375
New Jersey,2004,"(40.130570048, -74.273691288)",49.7,43,2.79,5.617,2.05,760798400
New Jersey,2005,"(40.130570048, -74.273691288)",49.7,37.5,2.79,5.615,2.4,780657000
New Jersey,2006,"(40.130570048, -74.273691288)",49.5,37.7,2.965,5.989,2.4,788651400
New Jersey,2007,"(40.130570048, -74.273691288)",48.7,34.2,2.965,6.094,2.575,766473718
New Jersey,2008,"(40.130570048, -74.273691288)",47.7,34.2,2.965,6.222,2.575,764747319
New Jersey,2009,"(40.130570048, -74.273691288)",51.9,32.6,3.71,7.147,2.575,728052925
New Jersey,2010,"(40.130570048, -74.273691288)",50.9,31.1,3.71,7.293,2.7,732240000
New Jersey,2011,"(40.130570048, -74.273691288)",50.3,32.5,3.71,7.372,2.7,771157800
New Jersey,2012,"(40.130570048, -74.273691288)",50.7,31.6,3.71,7.322,2.7,753264900
New Jersey,2013,"(40.130570048, -74.273691288)",50.3,30.6,3.71,7.37,2.7,733079700
New Jersey,2014,"(40.130570048, -74.273691288)",49.9,29.3,3.71,7.428,2.7,704600100
New Jersey,2015,"(40.130570048, -74.273691288)",50.3,28.3,3.71,7.38,2.7,683842500
New Jersey,2016,"(40.130570048, -74.273691288)",49.4,28.1,3.71,7.51,2.7,679403700
New Jersey,2017,"(40.130570048, -74.273691288)",49,27.3,3.71,7.579,2.7,660069000
New Jersey,2018,"(40.130570048, -74.273691288)",48.4,25.8,3.71,7.666,2.7,628149600
New Jersey,2019,"(40.130570048, -74.273691288)",46,24.1,3.71,8.061,2.7,579978900
New Mexico,1970,"(34.520880952, -106.240580985)",48,90,0.2,0.417,0.12,10731000
New Mexico,1971,"(34.520880952, -106.240580985)",47.5,92.6,0.2,0.421,0.12,11258000
New Mexico,1972,"(34.520880952, -106.240580985)",47.8,99.3,0.2,0.418,0.12,12233000
New Mexico,1973,"(34.520880952, -106.240580985)",45.8,98.9,0.2,0.437,0.12,12574000
New Mexico,1974,"(34.520880952, -106.240580985)",43.2,100.3,0.2,0.463,0.12,13252000
New Mexico,1975,"(34.520880952, -106.240580985)",40.4,103.1,0.2,0.495,0.12,13876000
New Mexico,1976,"(34.520880952, -106.240580985)",38.8,102.4,0.2,0.516,0.12,14101000
New Mexico,1977,"(34.520880952, -106.240580985)",35.7,102.4,0.2,0.56,0.12,14347000
New Mexico,1978,"(34.520880952, -106.240580985)",34.7,103.1,0.2,0.576,0.12,14717000
New Mexico,1979,"(34.520880952, -106.240580985)",32,101,0.2,0.626,0.12,14688000
New Mexico,1980,"(34.520880952, -106.240580985)",31.7,102.7,0.2,0.63,0.12,15288000
New Mexico,1981,"(34.520880952, -106.240580985)",28.8,103,0.2,0.694,0.12,16073000
New Mexico,1982,"(34.520880952, -106.240580985)",25.1,97.5,0.2,0.796,0.12,15542000
New Mexico,1983,"(34.520880952, -106.240580985)",31,96.3,0.28,0.902,0.12,15700000
New Mexico,1984,"(34.520880952, -106.240580985)",28.7,88.9,0.28,0.955,0.12,15118000
